TRAIN_CORPUS=./input/wsj-02-21clean.mrg
TEST_CORPUS=./input/wsj-22clean.mrg
nBestCharniakParsesFile=./input/WSJ22Charniak_best10_noAux.txt
nBest=5
0 sentences were reranked out of 0

PROBABILITY_MODEL=EPISODIC_LEFTCORNER_MODEL
INCLUDE_DISCONTIGUITIES=false
INCLUDE_DISCONTIGUITIES_ALTERNATIVE=false
LAMBDA_1=0.1; LAMBDA_2=0.1; LAMBDA_3=0.1
BACK_OFF_FACTOR=4.0
MAX_SENTENCE_SIZE_FOR_TESTSENTENCES=40
SMOOTH_FOR_UNKNOWN_WORDS=true
DO_LEMMATIZATION=true
CONVERT_INITIAL_WORD2LOWERCASE=true
WORD_FREQUENCY_THRESHOLD_FOR_SMOOTHING=4
MINIMUM_NUMBER_UNIQUE_WORDS_PER_UNKNOWN_CLASS=3
SMOOTH_FOR_UNKNOWN_PRODUCTIONS=true
DO_HORIZONTAL_MARKOVIZATION=true

Test sent.;length;depth;#cstit;ch;#mcst;#cst;h1;#cand;#mcst;#cst;h2;#cand;#mcst;#cst;h3;#cand;#mcst;#cst;h4;#cand;#mcst;#cst;h5;#cand;#mcst;#cst;h6;#cand;#mcst;#cst;h7;#cand;#mcst;#cst;h8;#cand;#mcst;#cst;h9;#cand;#mcst;#cst;h10;#cand;#mcst;#cst;h11;#cand;#mcst;#cst;h12;#cand;#mcst;#cst;h13;#cand;#mcst;#cst;h14;#cand;#mcst;#cst;ran;#cand;#mcst;#cst
290;30;10;17;ch;14;16;0;2;14;16;1;2;14;16;2;2;14;16;3;2;14;16;4;2;14;16;5;2;14;16;6;2;14;16;7;2;14;16;8;2;14;16;9;2;14;16;10;2;14;16;11;2;14;16;12;2;14;16;13;2;14;16;14;2;14;16;ran;1;14;16
291;25;8;12;ch;11;12;0;2;12;12;1;0;11;12;2;0;11;12;3;0;11;12;4;0;11;12;5;0;11;12;6;0;11;12;7;0;11;12;8;0;11;12;9;0;11;12;10;0;11;12;11;0;11;12;12;0;11;12;13;0;11;12;14;0;11;12;ran;3;11;12
292;20;9;12;ch;12;12;0;0;12;12;1;0;12;12;2;0;12;12;3;0;12;12;4;0;12;12;5;0;12;12;6;0;12;12;7;0;12;12;8;0;12;12;9;0;12;12;10;1;12;13;11;1;12;13;12;1;12;13;13;1;12;13;14;0;12;12;ran;3;11;12
293;12;7;7;ch;7;7;0;0;7;7;1;0;7;7;2;0;7;7;3;0;7;7;4;0;7;7;5;0;7;7;6;0;7;7;7;0;7;7;8;0;7;7;9;0;7;7;10;0;7;7;11;0;7;7;12;0;7;7;13;0;7;7;14;0;7;7;ran;1;7;7
294;2;3;1;ch;1;1;0;3;1;1;1;0;1;1;2;0;1;1;3;0;1;1;4;0;1;1;5;0;1;1;6;0;1;1;7;0;1;1;8;0;1;1;9;0;1;1;10;0;1;1;11;0;1;1;12;0;1;1;13;0;1;1;14;0;1;1;ran;1;1;1
295;17;9;11;ch;11;11;0;4;9;10;1;0;11;11;2;0;11;11;3;0;11;11;4;0;11;11;5;0;11;11;6;0;11;11;7;0;11;11;8;0;11;11;9;0;11;11;10;0;11;11;11;0;11;11;12;0;11;11;13;0;11;11;14;0;11;11;ran;4;9;10
296;19;9;12;ch;10;11;0;2;10;11;1;3;11;13;2;3;11;13;3;3;11;13;4;1;9;12;5;1;9;12;6;1;9;12;7;1;9;12;8;1;9;12;9;1;9;12;10;1;9;12;11;1;9;12;12;1;9;12;13;1;9;12;14;1;9;12;ran;1;9;12
297;28;11;17;ch;16;17;0;0;16;17;1;0;16;17;2;0;16;17;3;0;16;17;4;0;16;17;5;0;16;17;6;0;16;17;7;0;16;17;8;1;16;17;9;1;16;17;10;1;16;17;11;3;15;17;12;3;15;17;13;3;15;17;14;3;15;17;ran;1;16;17
298;19;8;10;ch;10;10;0;0;10;10;1;0;10;10;2;0;10;10;3;0;10;10;4;0;10;10;5;0;10;10;6;0;10;10;7;0;10;10;8;0;10;10;9;0;10;10;10;0;10;10;11;0;10;10;12;0;10;10;13;0;10;10;14;0;10;10;ran;0;10;10
299;32;15;24;ch;24;24;0;1;24;24;1;1;24;24;2;2;24;25;3;2;24;25;4;4;24;25;5;4;24;25;6;4;24;25;7;4;24;25;8;4;24;25;9;4;24;25;10;4;24;25;11;4;24;25;12;4;24;25;13;4;24;25;14;4;24;25;ran;2;24;25
300;23;12;15;ch;11;17;0;1;12;16;1;1;12;16;2;1;12;16;3;1;12;16;4;1;12;16;5;1;12;16;6;1;12;16;7;1;12;16;8;1;12;16;9;1;12;16;10;1;12;16;11;1;12;16;12;1;12;16;13;1;12;16;14;1;12;16;ran;2;12;16
301;18;8;9;ch;9;9;0;0;9;9;1;2;7;10;2;2;7;10;3;2;7;10;4;2;7;10;5;2;7;10;6;2;7;10;7;2;7;10;8;2;7;10;9;0;9;9;10;0;9;9;11;0;9;9;12;0;9;9;13;0;9;9;14;0;9;9;ran;4;7;10
302;32;12;20;ch;16;20;0;4;17;20;1;0;16;20;2;1;15;21;3;0;16;20;4;0;16;20;5;2;19;20;6;2;19;20;7;2;19;20;8;2;19;20;9;4;17;20;10;4;17;20;11;0;16;20;12;0;16;20;13;2;19;20;14;2;19;20;ran;2;19;20
303;5;3;1;ch;1;1;0;0;1;1;1;0;1;1;2;0;1;1;3;0;1;1;4;0;1;1;5;0;1;1;6;0;1;1;7;0;1;1;8;0;1;1;9;0;1;1;10;0;1;1;11;0;1;1;12;0;1;1;13;0;1;1;14;0;1;1;ran;2;1;2
305;33;13;19;ch;19;20;0;2;19;19;1;2;19;19;2;2;19;19;3;2;19;19;4;2;19;19;5;2;19;19;6;2;19;19;7;2;19;19;8;2;19;19;9;2;19;19;10;2;19;19;11;2;19;19;12;2;19;19;13;2;19;19;14;2;19;19;ran;1;17;21
306;11;6;7;ch;7;7;0;4;6;6;1;0;7;7;2;0;7;7;3;0;7;7;4;0;7;7;5;0;7;7;6;0;7;7;7;0;7;7;8;0;7;7;9;0;7;7;10;0;7;7;11;0;7;7;12;0;7;7;13;0;7;7;14;0;7;7;ran;2;7;7
307;17;7;9;ch;9;9;0;0;9;9;1;0;9;9;2;0;9;9;3;0;9;9;4;0;9;9;5;0;9;9;6;0;9;9;7;0;9;9;8;0;9;9;9;0;9;9;10;0;9;9;11;0;9;9;12;0;9;9;13;0;9;9;14;0;9;9;ran;0;9;9
308;18;7;10;ch;10;10;0;0;10;10;1;0;10;10;2;0;10;10;3;0;10;10;4;0;10;10;5;0;10;10;6;0;10;10;7;0;10;10;8;0;10;10;9;0;10;10;10;0;10;10;11;0;10;10;12;1;10;10;13;1;10;10;14;1;10;10;ran;3;9;10
309;26;12;17;ch;15;17;0;2;17;17;1;3;17;17;2;2;17;17;3;2;17;17;4;3;17;17;5;3;17;17;6;2;17;17;7;2;17;17;8;2;17;17;9;2;17;17;10;2;17;17;11;2;17;17;12;2;17;17;13;2;17;17;14;2;17;17;ran;3;17;17
310;19;6;9;ch;9;9;0;0;9;9;1;0;9;9;2;0;9;9;3;0;9;9;4;0;9;9;5;0;9;9;6;0;9;9;7;0;9;9;8;0;9;9;9;0;9;9;10;0;9;9;11;0;9;9;12;0;9;9;13;0;9;9;14;0;9;9;ran;4;9;9
311;18;7;10;ch;10;11;0;1;10;10;1;0;10;11;2;0;10;11;3;0;10;11;4;0;10;11;5;0;10;11;6;0;10;11;7;0;10;11;8;1;10;10;9;1;10;10;10;1;10;10;11;1;10;10;12;1;10;10;13;1;10;10;14;1;10;10;ran;2;9;11
312;26;16;17;ch;15;16;0;3;15;16;1;3;15;16;2;3;15;16;3;3;15;16;4;3;15;16;5;3;15;16;6;3;15;16;7;3;15;16;8;3;15;16;9;3;15;16;10;3;15;16;11;2;17;17;12;2;17;17;13;2;17;17;14;2;17;17;ran;3;15;16
313;39;11;24;ch;22;25;0;0;22;25;1;1;20;25;2;1;20;25;3;1;20;25;4;1;20;25;5;1;20;25;6;1;20;25;7;1;20;25;8;1;20;25;9;1;20;25;10;1;20;25;11;1;20;25;12;1;20;25;13;1;20;25;14;1;20;25;ran;0;22;25
314;24;9;15;ch;10;17;0;3;12;16;1;3;12;16;2;0;10;17;3;0;10;17;4;0;10;17;5;0;10;17;6;0;10;17;7;0;10;17;8;0;10;17;9;2;11;16;10;2;11;16;11;2;11;16;12;2;11;16;13;3;12;16;14;0;10;17;ran;0;10;17
315;28;12;19;ch;18;18;0;1;16;17;1;1;16;17;2;1;16;17;3;1;16;17;4;1;16;17;5;1;16;17;6;1;16;17;7;1;16;17;8;1;16;17;9;1;16;17;10;1;16;17;11;1;16;17;12;0;18;18;13;0;18;18;14;0;18;18;ran;3;17;18
316;16;8;8;ch;8;8;0;0;8;8;1;0;8;8;2;0;8;8;3;0;8;8;4;0;8;8;5;0;8;8;6;0;8;8;7;0;8;8;8;0;8;8;9;0;8;8;10;0;8;8;11;0;8;8;12;2;7;8;13;2;7;8;14;2;7;8;ran;1;7;8
317;10;7;6;ch;6;6;0;0;6;6;1;0;6;6;2;0;6;6;3;0;6;6;4;0;6;6;5;0;6;6;6;0;6;6;7;0;6;6;8;0;6;6;9;0;6;6;10;0;6;6;11;0;6;6;12;0;6;6;13;0;6;6;14;0;6;6;ran;3;6;7
318;3;3;1;ch;1;1;0;0;1;1;1;0;1;1;2;0;1;1;3;0;1;1;4;0;1;1;5;0;1;1;6;0;1;1;7;0;1;1;8;0;1;1;9;0;1;1;10;0;1;1;11;0;1;1;12;0;1;1;13;0;1;1;14;0;1;1;ran;2;1;2
319;25;9;13;ch;13;13;0;4;13;13;1;0;13;13;2;0;13;13;3;0;13;13;4;0;13;13;5;0;13;13;6;0;13;13;7;4;13;13;8;4;13;13;9;4;13;13;10;4;13;13;11;4;13;13;12;0;13;13;13;0;13;13;14;0;13;13;ran;2;13;13
320;35;11;20;ch;19;20;0;3;19;20;1;1;20;20;2;1;20;20;3;1;20;20;4;1;20;20;5;1;20;20;6;1;20;20;7;1;20;20;8;1;20;20;9;2;17;20;10;2;17;20;11;2;17;20;12;2;17;20;13;2;17;20;14;2;17;20;ran;0;19;20
321;38;12;22;ch;19;22;0;1;17;21;1;3;17;22;2;3;17;22;3;3;17;22;4;3;17;22;5;4;18;23;6;4;18;23;7;4;18;23;8;4;18;23;9;0;19;22;10;0;19;22;11;4;18;23;12;4;18;23;13;4;18;23;14;4;18;23;ran;3;17;22
322;26;11;15;ch;13;15;0;0;13;15;1;0;13;15;2;2;9;16;3;2;9;16;4;2;9;16;5;2;9;16;6;2;9;16;7;2;9;16;8;2;9;16;9;2;9;16;10;2;9;16;11;2;9;16;12;2;9;16;13;2;9;16;14;2;9;16;ran;0;13;15
323;35;9;18;ch;17;19;0;4;17;18;1;2;17;19;2;2;17;19;3;2;17;19;4;2;17;19;5;2;17;19;6;2;17;19;7;2;17;19;8;2;17;19;9;2;17;19;10;2;17;19;11;2;17;19;12;2;17;19;13;2;17;19;14;2;17;19;ran;3;17;19
324;15;7;7;ch;6;8;0;1;7;7;1;1;7;7;2;1;7;7;3;1;7;7;4;1;7;7;5;1;7;7;6;0;6;8;7;0;6;8;8;0;6;8;9;0;6;8;10;0;6;8;11;0;6;8;12;0;6;8;13;0;6;8;14;0;6;8;ran;1;7;7
325;38;17;24;ch;24;25;0;2;22;24;1;2;22;24;2;2;22;24;3;0;24;25;4;0;24;25;5;0;24;25;6;0;24;25;7;0;24;25;8;0;24;25;9;2;22;24;10;2;22;24;11;2;22;24;12;2;22;24;13;2;22;24;14;2;22;24;ran;1;23;26
326;34;9;22;ch;21;23;0;0;21;23;1;4;20;24;2;4;20;24;3;4;20;24;4;4;20;24;5;4;20;24;6;4;20;24;7;4;20;24;8;2;21;23;9;2;21;23;10;2;21;23;11;4;20;24;12;4;20;24;13;4;20;24;14;4;20;24;ran;3;20;24
327;27;9;18;ch;16;18;0;3;16;17;1;1;17;18;2;1;17;18;3;1;17;18;4;1;17;18;5;1;17;18;6;1;17;18;7;1;17;18;8;1;17;18;9;3;16;17;10;3;16;17;11;1;17;18;12;1;17;18;13;1;17;18;14;1;17;18;ran;3;16;17
328;18;6;9;ch;9;9;0;3;8;9;1;2;9;9;2;2;9;9;3;2;9;9;4;2;9;9;5;2;9;9;6;2;9;9;7;2;9;9;8;2;9;9;9;2;9;9;10;2;9;9;11;0;9;9;12;0;9;9;13;0;9;9;14;0;9;9;ran;3;8;9
329;8;8;6;ch;6;6;0;0;6;6;1;0;6;6;2;0;6;6;3;0;6;6;4;0;6;6;5;0;6;6;6;0;6;6;7;0;6;6;8;0;6;6;9;0;6;6;10;0;6;6;11;0;6;6;12;0;6;6;13;0;6;6;14;0;6;6;ran;4;5;6
330;32;11;18;ch;17;20;0;4;15;18;1;2;16;19;2;2;16;19;3;2;16;19;4;2;16;19;5;2;16;19;6;2;16;19;7;2;16;19;8;2;16;19;9;2;16;19;10;2;16;19;11;2;16;19;12;2;16;19;13;2;16;19;14;2;16;19;ran;3;15;20
331;18;12;13;ch;12;14;0;2;10;13;1;2;10;13;2;2;10;13;3;2;10;13;4;1;13;13;5;0;12;14;6;0;12;14;7;0;12;14;8;0;12;14;9;0;12;14;10;0;12;14;11;0;12;14;12;1;13;13;13;1;13;13;14;1;13;13;ran;1;13;13
332;33;12;18;ch;15;18;0;2;16;18;1;2;16;18;2;2;16;18;3;2;16;18;4;2;16;18;5;2;16;18;6;3;17;18;7;3;17;18;8;3;17;18;9;3;17;18;10;1;16;19;11;1;16;19;12;1;16;19;13;1;16;19;14;1;16;19;ran;1;16;19
333;36;12;17;ch;15;16;0;2;14;16;1;1;15;16;2;1;15;16;3;1;15;16;4;1;15;16;5;1;15;16;6;0;15;16;7;0;15;16;8;0;15;16;9;0;15;16;10;0;15;16;11;1;15;16;12;1;15;16;13;1;15;16;14;1;15;16;ran;0;15;16
334;39;8;21;ch;20;21;0;2;20;21;1;1;21;21;2;1;21;21;3;1;21;21;4;1;21;21;5;1;21;21;6;1;21;21;7;1;21;21;8;0;20;21;9;0;20;21;10;0;20;21;11;0;20;21;12;0;20;21;13;0;20;21;14;0;20;21;ran;3;18;21
335;4;3;1;ch;1;1;0;0;1;1;1;0;1;1;2;0;1;1;3;0;1;1;4;0;1;1;5;0;1;1;6;0;1;1;7;0;1;1;8;0;1;1;9;0;1;1;10;0;1;1;11;0;1;1;12;0;1;1;13;0;1;1;14;0;1;1;ran;0;1;1
337;28;8;16;ch;15;16;0;4;15;16;1;1;16;16;2;1;16;16;3;1;16;16;4;1;16;16;5;1;16;16;6;1;16;16;7;1;16;16;8;0;15;16;9;0;15;16;10;0;15;16;11;0;15;16;12;0;15;16;13;0;15;16;14;0;15;16;ran;0;15;16
339;20;14;13;ch;12;13;0;3;10;12;1;2;12;14;2;2;12;14;3;2;12;14;4;2;12;14;5;2;12;14;6;3;10;12;7;2
